0.9848499966	7120 10740
0.9848138654	11092 3928
0.9848099510	3607 2545
0.9847074514	7036 7037
0.9845855473	3776 15379
0.9845003180	876 2478
0.9843393765	94 100
0.9842476420	1024 9614
0.9840910434	7887 1227
0.9840655233	5370 10494
0.9839795976	2008 2324
0.9839642393	499 3726 6217
0.9839406449	7120 8729
0.9838864088	2032 3040
0.9836975451	4094 1823
0.9836102179	14303 7188
0.9835566271	8977 12402
0.9834582507	199 7160
0.9834495619	4614 2189
0.9834145778	1040 4101
0.9834078982	4605 2125
0.9832524286	2593 2139
0.9831439268	893 8254
0.9831008712	4326 770
0.9830490722	1706 1708
0.9830364097	4850 2705
0.9830209985	3929 14283
0.9829587374	2476 22591
0.9829540077	4372 8230
0.9829518219	1802 15485
0.9828167144	961 10487
0.9828009321	4802 1039
0.9827419826	1661 3032
0.9826659380	4296 22965
0.9825811446	9006 399
0.9824712362	6681 2737
0.9824608467	10574 2206
0.9824256524	872 725
0.9823740959	43 1700
0.9823657135	1977 1637
0.9822547074	5370 2121
0.9822482729	1489 4952 4953 4954
0.9821857512	5380 2203
0.9821794460	876 1975
0.9821493207	3565 4185
0.9821117380	5973 5974
0.9820232055	15233 3908
0.9820153397	2007 7219
0.9819087926	3704 4134
0.9817845199	7334 6508
0.9817650312	94 3900
0.9816675484	711 714
0.9816331417	6579 3040
0.9815808083	2746 3620
0.9815621218	8964 3333
0.9814786494	936 2860
0.9814748335	4553 5218
0.9812394998	8463 8808
0.9811929007	7684 4593
0.9811558258	1223 4875
0.9809606650	1620 1045
0.9808748335	4679 4688
0.9807652983	2168 1388
0.9807636771	13373 6599
0.9806926419	530 8556
0.9805731627	6975 6976
0.9805155229	1661 199 770
0.9804990618	3038 14672
0.9804889250	8467 4740
0.9804126873	936 1444
0.9804112981	720 3383
0.9803922611	3886 832
0.9803399431	31332 4756
0.9803053869	11795 7764
0.9802637685	2476 8758
0.9802581960	13940 3402
0.9801906807	2472 1831
0.9800846900	1655 1657
0.9800759060	8977 5916
0.9800101067	7750 3763
0.9799986844	1859 4670
0.9799789972	1383 2835
0.9797500624	3149 4413
0.9796585122	1792 1794
0.9796001340	13696 1947
0.9795777570	3149 4244
0.9795530258	1973 5056
0.9793534342	4802 1025
0.9793502688	10722 4734
0.9793365112	2068 1041
0.9793346900	4705 2208
0.9793332121	109 7845
0.9793025584	8817 1349
0.9792413064	3933 11083
0.9791205999	4694 890
0.9789964728	6893 9867
0.9788068397	2685 3572
0.9786997056	1040 1018
0.9786538648	2007 3960
0.9785947808	5554 15050
0.9785453769	3324 156
0.9785245456	2014 3456
0.9784979200	10279 3880
0.9784575462	2765 712
0.9783119627	4372 17931
0.9781989507	3137 3837
0.9781551487	590 3692
0.9781417448	11560 22686
0.9780941663	4611 4101
0.9780434510	11020 7621
0.9779612262	694 317 3763
0.9779024255	1885 1867
0.9778261911	9674 9675
0.9777887888	1530 1108
0.9777513826	6559 490
0.9777204289	1016 1025
0.9775446642	6894 323
0.9775120226	6015 2675
0.9774653363	6783 6784
0.9774382386	2240 435
0.9773320177	5554 4154
0.9773300755	7887 3954
0.9772923449	6900 6914 6915
0.9772333552	10473 10474
0.9771622089	11185 10474
0.9771246204	6894 6653
0.9770569335	2297 8465
0.9770454704	3704 4129
0.9770006304	8404 2822
0.9769614783	4966 4994
0.9769570236	2476 29183
0.9768914436	4679 5376
0.9768778266	94 3897
0.9768699992	4325 1406
0.9768666844	5824 2231
0.9768203567	4984 6747
0.9767831618	1585 1305
0.9767615032	4538 600
0.9767547596	2672 2673
0.9767117743	1668 2868
0.9766688198	6352 3040
0.9766051602	1977 3092
0.9765893151	9865 4173
0.9764695377	10443 3187
0.9764288900	2756 4547
0.9764224948	10431 3187
0.9764203060	10729 5345
0.9763637219	6785 4960
0.9763626738	3947 2478
0.9763554149	11704 5625
0.9763284638	7636 7637
0.9762008210	10253 4176
0.9761062136	4726 770
0.9760514672	5204 6320
0.9760481391	10279 3915
0.9759983992	2440 2375
0.9759390961	1146 3264
0.9759014988	2184 1079
0.9758377718	535 3874
0.9757913276	7194 3124
0.9757642812	4130 6436
0.9756992390	2068 4101
0.9756855911	2476 8890
0.9754747022	1347 7556
0.9754128121	872 873
0.9753884132	4982 4984
0.9753540567	4905 4908
0.9753494157	6886 2151
0.9753035417	8177 9753
0.9752498979	4151 3837
0.9751512588	3021 700
0.9750612030	4778 2716
0.9748322477	8177 8178
0.9747995313	2963 4369
0.9747095555	7125 6695
0.9746389188	16861 16862
0.9745553359	109 111
0.9744887676	2571 3417
0.9741819551	801 2777
0.9741742426	6094 1975
0.9741726301	2300 3381
0.9741690953	2886 1091
0.9740876016	291 5224
0.9740433923	332 1091
0.9738963263	2995 770
0.9738704944	3114 2756
0.9737758939	2297 2434
0.9737307374	7187 2796
0.9736813101	10444 822
0.9735970510	821 294
0.9735284141	754 4814
0.9733884132	4976 4978
0.9733284861	2777 3421
0.9733280782	6846 6503
0.9732636958	1620 452
0.9732082194	8094 8641
0.9731689274	5902 4851
0.9731183048	1229 1231
0.9730718752	6811 6812 17435
0.9730617174	13488 2490
0.9729967338	4290 4093
0.9728444150	894 4179
0.9727743320	1880 1882
0.9727737237	2586 4778
0.9726714677	4032 3759
0.9726342117	2428 4361
0.9725164766	8046 3149
0.9725158994	6752 6755
0.9723916722	11432 6257
0.9723324669	4094 296
0.9723280782	1961 3082
0.9721347310	1080 5478
0.9721183705	3947 1975
0.9720525648	7126 2297
0.9719906621	3949 8046
0.9719450491	359 4685
0.9719321978	43 1571
0.9719256407	2297 4180
0.9718341276	4326 714
0.9718054005	7897 2297
0.9717763547	3209 1449
0.9717388547	429 4626
0.9716492946	435 12257
0.9715349292	8531 1831
0.9714025181	2995 714
0.9713351662	1098 4875
0.9713322477	14396 14400
0.9713149315	4130 2052
0.9713049261	3676 1145
0.9712884849	3038 3040
0.9711126349	435 13914
0.9711041060	5047 5048
0.9710727230	4176 18597
0.9710633611	6565 3581 4553 315
0.9709891139	3904 2165
0.9708111054	5405 6065
0.9707369998	10679 294
0.9707145008	3078 6914
0.9705285386	3414 7219
0.9704993612	7698 1112
0.9704543217	10431 3583
0.9704352144	2428 4700
0.9704238640	5232 4157
0.9703765335	8838 315
0.9702364218	2218 203
0.9702042391	4990 4957 1489 4952 4953 4954
0.9701579518	7654 4179
0.9700832560	15719 4202
0.9699407082	1885 6897
0.9698686254	3414 10437
0.9698186364	362 1641
0.9697171349	5047 5057
0.9697038205	3414 10480
0.9696671486	13389 19124
0.9696326977	5065 10423
0.9695621195	1609 3421
0.9694084996	1347 2744
0.9693861701	711 1077
0.9693806782	517 1388
0.9693648165	9867 4157
0.9692142023	3414 5625
0.9691828871	1976 1978
0.9690617350	1229 4591
0.9689591001	14257 1183
0.9689327181	1584 2207
0.9686368480	4993 4996 4997
0.9686030138	43 2716
0.9685984195	5370 10073
0.9685893115	1702 1471
0.9685788613	1846 3324
0.9685776055	1918 7621
0.9685204820	8756 1831
0.9684613747	822 7724
0.9684056162	4679 6063
0.9682865409	1716 14123
0.9680956653	6782 6781 4958
0.9680843196	314 1487
0.9679755720	2190 6446
0.9678924864	1654 2617
0.9678447981	2162 2297
0.9677492310	13424 4169
0.9677049261	2512 2235
0.9676068618	5450 4740
0.9675941064	3649 11184
0.9673827743	711 770
0.9673271945	1662 7715
0.9672945241	5629 1880 1882
0.9671602748	2190 5826
0.9671291602	1043 1045
0.9671282120	4167 4169
0.9670466606	5059 5102
0.9668562286	2642 10194
0.9667617174	927 10720
0.9667459585	16720 711
0.9666553987	3764 6942
0.9666102680	1604 735
0.9665913233	5014 5015 5017 5019 5021
0.9664792957	7126 10423
0.9663522433	9563 873
0.9662714264	4953 4954
0.9661053833	6846 9288
0.9660385107	328 254
0.9659664447	2440 568
0.9658075967	43 3299
0.9657303833	10590 5234
0.9656781334	7654 4179 5233
0.9655286662	3701 1844
0.9654972812	3114 3149
0.9654803833	12636 2375
0.9654609833	2008 1007
0.9653378509	1798 1961
0.9652953785	1731 1880
0.9652642066	1400 4929
0.9652520520	5059 5063
0.9652457624	3933 2081
0.9652190600	4787 112
0.9651155676	4964 4967
0.9649700152	2642 9867
0.9649638776	4130 528
0.9648993868	10443 822 3187
0.9647403788	425 2225
0.9645561445	4915 2756 4547
0.9645293379	12055 2206
0.9644029957	2555 4180
0.9643389967	12189 12496
0.9643347244	1029 8250
0.9642030542	6579 16486
0.9641367363	2324 1007
0.9641302314	3006 3402
0.9641258872	3933 15680
0.9641164986	6785 5564
0.9640547475	1170 4702
0.9639609188	1076 1045
0.9639400262	12501 3145
0.9638683600	7275 975
0.9638375916	1798 3494
0.9637079475	3676 3157
0.9637036399	4821 4822
0.9636253456	5851 764
0.9636028917	5574 1768
0.9634786538	4130 1573
0.9633903209	1802 10832
0.9633815137	694 317
0.9631707488	1489 4952
0.9630490223	3024 1063
0.9629098797	711 5291
0.9628784555	6664 6142
0.9628670385	653 8782
0.9626909047	694 10510
0.9626774569	822 13640
0.9626417735	3342 336
0.9626297827	4778 1168
0.9626251889	927 219
0.9626208672	1722 9990
0.9625654545	2235 1862
0.9623885602	4392 472
0.9623316469	3083 6495
0.9623243518	244 5565
0.9620900379	3875 4174
0.9619483837	313 315 5253
0.9619318660	906 4688
0.9619043070	1609 1269
0.9618978307	3701 5604
0.9618234448	10571 4169
0.9616944721	4663 2341
0.9616718716	10050 11645
0.9616568844	244 815
0.9616550072	3287 6859
0.9616255763	499 3726
0.9616047927	1262 156
0.9615875816	3594 3674
0.9615375724	4985 3532 1361
0.9615187422	6780 6781 4958
0.9614900776	1643 1732
0.9614763243	1086 2289
0.9612427472	1481 6370
0.9612017223	590 5856
0.9611397488	5354 7631
0.9610337911	3414 10416
0.9610085996	1753 1565
0.9609192059	879 3721
0.9609050574	10418 10416
0.9606709100	2406 4139
0.9606694923	15719 4169
0.9606472543	2219 2789
0.9605403982	223 1732
0.9605174410	2980 10474
0.9604137169	4812 76
0.9602082997	4972 4974 4975 4976 4978
0.9601658020	199 2138
0.9601172019	4187 4180
0.9600625132	4778 2040
0.9599691288	3335 1051
0.9597331560	1722 11021
0.9596881051	1585 1223
0.9595713959	6520 1181
0.9595675716	314 6131
0.9594313877	712 1882
0.9594039367	5643 2374
0.9593550022	3701 2260
0.9592029751	1181 1183
0.9588656421	519 4276
0.9588502145	2774 7615
0.9588477657	2090 5615
0.9586948493	1231 6178
0.9585956653	4957 4958
0.9585154294	35 1239 2717
0.9584989387	1661 199 996
0.9584294128	3774 6619
0.9582783510	10418 10437
0.9581575765	1273 1822
0.9580432050	789 10474
0.9578674222	10387 15848
0.9578239010	1489 4952 4953 4954 4960
0.9577003657	10074 770
0.9576824476	404 1239
0.9575061224	680 328 254
0.9573468986	3546 1952
0.9573270611	5232 4173
0.9572380591	590 1041
0.9572376738	904 4111
0.9572089864	379 5105
0.9571744945	4915 11726 4547
0.9571480050	313 315 7861
0.9571477421	12316 1475
0.9570853742	7160 770
0.9570473700	5241 4180
0.9570216318	6241 3184
0.9570174914	43 1622
0.9569507019	1098 3908
0.9569506925	636 10614
0.9569073851	291 5225
0.9568802817	1677 32 499
0.9568120588	2400 5225
0.9568065508	2067 770
0.9567704731	2774 30511
0.9566976269	2190 7523
0.9566452848	304 3153
0.9565554392	751 446 1091
0.9565321831	5599 3622
0.9564074195	3789 1018
0.9563150902	694 317 6131
0.9563090775	751 3459
0.9561411900	6744 6749
0.9557213059	2168 294
0.9557112106	1517 13374
0.9555353198	4167 4202
0.9555187422	4962 4957
0.9551487315	4405 873
0.9550491249	3875 4176
0.9550372934	539 4781
0.9550022990	4269 12775
0.9549762529	1024 1100
0.9548730296	6811 6812
0.9548335514	3026 5253
0.9548054487	404 1239 2717
0.9547510798	4130 4883
0.9547265654	43 680
0.9546336685	870 1406
0.9546131729	2011 336
0.9543399340	5068 4358
0.9542052330	10423 822
0.9541571485	4905 6914
0.9540308656	2222 10073
0.9539440009	2159 1632
0.9538901307	3023 1880
0.9537746624	724 3878
0.9537464782	5574 2420
0.9535940385	1453 1273 888
0.9533512323	1665 1668
0.9532927401	1591 1079
0.9532731402	590 17234
0.9532239441	2068 4700
0.9532212542	3875 13756
0.9532101138	1798 4613
0.9531310680	6668 8542
0.9528582313	3705 573
0.9527762907	2434 66
0.9527668440	904 1388
0.9526156211	328 7861
0.9525306964	10443 822 3583
0.9525119641	5963 45
0.9524894681	2256 1183
0.9524002284	3771 4169
0.9521983852	2372 303
0.9521930971	8834 1091
0.9521884385	5856 5486
0.9521327422	2151 41
0.9521074413	4011 779
0.9520818054	244 4702
0.9519031330	4912 4099
0.9518733596	10428 7219
0.9517392612	4269 12775 2206
0.9515856899	334 1729
0.9512560753	5224 5225
0.9512553374	10418 4346
0.9511198427	6856 996
0.9510705810	3149 4547
0.9510409367	404 3670
0.9510369227	2055 2900
0.9510333061	4972 4974 4975
0.9510048333	3734 4540
0.9509933667	4269 13748
0.9509352707	5288 3187
0.9508508957	680 4873
0.9507470413	961 3342
0.9506827808	2297 16180
0.9506606835	10418 822
0.9506070261	2297 2298
0.9505172566	17004 1558
0.9503736424	5671 1305
0.9502530793	3930 1406
0.9501731769	11704 10416
0.9500513413	3390 2243
0.9498886501	1662 2020
0.9498334488	3738 2625
0.9498233478	7678 303
0.9497576955	338 4804
0.9497341654	3759 3766
0.9496536626	4905 10753
0.9496054608	4735 1077
0.9495736154	1491 7848
0.9494027449	519 1167
0.9493691545	118 2139
0.9492533710	5370 5372
0.9490187422	4958 1489 4952 4953 4954 4960
0.9489637814	822 2796
0.9489463658	13389 19124 19125
0.9488976568	5056 4540
0.9487068465	822 4129
0.9486536626	13461 1045
0.9485841654	11893 12715
0.9484957420	3875 9878
0.9484160803	4011 4185
0.9484060199	590 10838
0.9480187422	4959 4962 4957 4958 1489 4952
0.9478657523	3904 1882
0.9477899884	9529 66
0.9477327684	4120 4099
0.9477114622	3704 4126
0.9477006682	6345 948
0.9475921142	404 4194
0.9475367166	1223 996
0.9474962044	10443 10423 822
0.9474668454	4653 314
0.9474162164	4298 4679
0.9473366766	1491 2095
0.9473018103	2529 1762
0.9472946123	942 5145
0.9472634310	822 3583
0.9472104275	4165 4547
0.9471624423	4162 4157
0.9470217030	1715 2565
0.9467058610	17018 6814
0.9466861109	304 3232
0.9466273163	590 4700
0.9465976954	1125 6642
0.9465936922	9865 4157
0.9464537899	75 111 112
0.9464294343	4280 7450
0.9463969643	1846 1262
0.9463138937	1677 499
0.9461835452	4011 4012
0.9461624485	4162 4173
0.9461225054	4011 3566
0.9461133014	313 5459
0.9460391600	244 246
0.9458953654	4037 4540
0.9456892120	7126 4180
0.9455767544	1648 3721
0.9454044536	9867 4173
0.9453204671	2878 2967
0.9452748934	1607 1040
0.9452282118	7672 4338
0.9451667830	15698 4173
0.9451118425	266 6353
0.9450762941	43 3232
0.9450427452	3114 2131
0.9450218940	3763 3982
0.9444895383	4618 5820
0.9444884423	5499 43
0.9442939112	3921 1831
0.9440578807	777 4199
0.9435091449	5065 3875
0.9435004979	323 187
0.9434816960	404 6142
0.9434447744	1736 528
0.9433501338	4790 3360
0.9432588095	3078 9867
0.9432385469	2127 1668
0.9429275782	2211 3157
0.9427935279	5065 3583
0.9427540647	590 1041 770
0.9426168431	724 1020
0.9423322818	4130 4540
0.9421152340	711 1364
0.9420478668	43 2040
0.9420431020	1505 15208
0.9419721255	718 6695
0.9419549503	35 5044
0.9417996448	5453 573
0.9414999502	11508 1227
0.9413449113	2642 4157
0.9413068953	2624 2168
0.9411604164	4325 10494
0.9411185507	4178 4169
0.9410950612	2758 4158
0.9410350405	3318 9698
0.9408257831	5224 4363
0.9408065018	1043 452
0.9407808518	3195 360
0.9407638616	3287 10416
0.9406948553	2731 3965
0.9406133323	304 2716
0.9405875246	6684 3864
0.9405568781	15698 4157
0.9405357713	3704 571
0.9405342175	1024 2773
0.9405267665	2868 2212
0.9404002235	304 2040
0.9403591784	6882 996
0.9402940888	8944 8944 8944 8944
0.9402099390	3904 1313
0.9401844112	3734 311 549
0.9401353413	266 1100
0.9400495623	2428 628
0.9398433558	1860 5663
0.9398269898	37 38
0.9398260977	266 6206
0.9398243642	5354 7627
0.9397143710	328 5253
0.9397041102	590 1716
0.9393650870	1157 99
0.9393624141	313 315
0.9393010660	751 713
0.9392580150	519 1000
0.9391477252	315 1341
0.9389419876	219 3424
0.9388924838	1397 10416
0.9388002662	404 9874
0.9386306691	2297 9867
0.9386203346	2210 3371
0.9385450175	1222 2613
0.9385411028	590 11435
0.9384764978	4298 2168
0.9382217931	2943 917
0.9379109978	9900 2206
0.9378702147	599 5486
0.9377520238	5501 5501 5501
0.9374981628	1948 4919
0.9374458716	4037 5046
0.9372201581	4037 5050
0.9370317558	3153 873
0.9370274756	711 1573
0.9369613486	4094 4142
0.9366608789	2978 281
0.9364062948	35 9874
0.9363896447	1838 6638
0.9362645822	298 2065
0.9361670286	712 2165
0.9360923891	2172 999
0.9360451713	904 4111 770
0.9360379314	1222 1321
0.9360210454	7654 4171 5233
0.9358767401	1532 873
0.9358048296	43 6211
0.9358035663	894 4171 2206
0.9356495493	3846 1025
0.9356256276	2082 5145
0.9353681281	683 220
0.9351285494	185 1534
0.9351006369	22965 717
0.9348822982	233 236
0.9348779160	5615 2705
0.9347973644	607 583
0.9346787463	7900 3304
0.9346663690	4915 4547
0.9346354057	2925 1388
0.9345517912	2918 1984 303
0.9340569877	10431 822 3187
0.9338621836	2868 220
0.9337937478	941 3147
0.9336147694	1760 4260
0.9335464049	1514 1523
0.9334540522	198 3887
0.9334381260	3678 2982
0.9332428907	1453 888
0.9332001646	5423 315
0.9331645467	5820 5032
0.9331380053	414 1954
0.9331273312	906 3342
0.9327364138	724 4804
0.9324992353	1505 10393
0.9322293662	1604 4169
0.9321615717	5501 5501
0.9321489426	904 5705
0.9320777381	314 4274
0.9319917275	3736 2085
0.9319591694	4300 2269
0.9319496482	7194 4111
0.9318922419	328 3830
0.9318754850	4280 7025
0.9317238407	3078 9867 4157
0.9314540689	4812 2269
0.9313976017	894 4179 2206
0.9311021289	6007 2085
0.9310401423	323 220
0.9309767386	14849 822
0.9309455255	2168 14123
0.9308344546	694 4289
0.9307224825	1040 1349
0.9305942644	1481 6396
0.9304199821	836 588
0.9303989631	4618 1760
0.9300754075	2390 4199
0.9300313612	10431 822 3583
0.9299499345	1222 4657
0.9298431794	6080 1025
0.9295615601	3284 7425
0.9295253822	2829 1591
0.9292821194	4258 4262
0.9292540500	8944 8944 8944 8944 8944
0.9292371080	2477 3149
0.9291453260	445 4158
0.9291417624	491 4363
0.9290749206	6893 770
0.9289986156	359 238
0.9289161427	3165 1183
0.9288931093	4759 2540
0.9288639199	1043 1025
0.9288183026	13755 4157
0.9288095522	3862 832
0.9283634448	5345 2311
0.9282461704	1186 315
0.9281952221	1563 1571
0.9281797051	230 1615
0.9281694507	9975 528
0.9280046971	2642 3191
0.9279855248	2434 2435
0.9279585237	10578 2206
0.9276969580	944 1415
0.9276339380	434 1018
0.9276072848	4651 694 317
0.9275734758	4245 822
0.9274834712	4269 13748 2206
0.9274564991	975 3084
0.9271466879	1859 315
0.9270485260	1505 3459
0.9269037138	694 1097
0.9266187537	266 1026
0.9264474945	1517 7132
0.9263517734	1060 1859
0.9262949405	2925 2923
0.9262204289	2176 2181
0.9261577317	323 2212
0.9261133153	5032 4618
0.9260054901	822 3187
0.9260006933	6782 6781
0.9259787293	4011 5224
0.9256655583	904 2931
0.9256177965	694 700
0.9255269581	70 4929
0.9254391973	3875 4169
0.9254183494	225 5504
0.9254132121	291 3261
0.9252658533	359 1086
0.9250770834	2640 1026
0.9249459171	5056 4340
0.9249404962	887 1740
0.9248697886	3933 1302
0.9248608110	1517 8535
0.9245685249	10431 10423 822
0.9243699813	362 1157
0.9243606549	7959 2477
0.9242843052	379 841
0.9241854496	328 2115
0.9240299880	2642 4173
0.9237133282	2773 8640
0.9236266915	1508 948
0.9234219900	5501 5501 5501 5501
0.9232757425	1581 707
0.9232727368	2792 1300
0.9232399621	97 8835
0.9232399265	3284 2637
0.9229284070	711 2561
0.9225578191	1517 1736 528
0.9224266143	315 1234
0.9221842230	1885 2311
0.9220758190	724 873
0.9219659660	3024 3025
0.9219179317	1736 6436
0.9214966588	4538 600 640
0.9214818686	404 2777
0.9212857015	122 1395
0.9211464688	3021 1075
0.9211216953	8396 1075
0.9210413670	311 549
0.9209406089	590 2125
0.9209015661	1977 1382 219
0.9208579709	6007 1364
0.9208429619	328 6065
0.9207475277	3245 1355
0.9205846235	2177 4299
0.9204917367	1584 2207 303
0.9203991087	1721 1647
0.9203336206	1505 3702
0.9202592657	3661 573
0.9201429869	291 15892
0.9200495348	1770 1460
0.9199927120	2697 1040
0.9199449497	8212 1563
0.9198570701	2168 1621
0.9197615457	650 1975
0.9197210695	3078 9865
0.9196458306	9882 11092
0.9196292878	610 2521
0.9195501439	35 4194 4157
0.9193859179	2177 1760
0.9192448707	1961 1532
0.9190254871	3644 1026
0.9188182429	822 13930
0.9187786577	3284 578
0.9187593847	146 8387
0.9186099844	1160 948
0.9185808167	185 4948
0.9184164210	328 866
0.9183365928	328 4874
0.9182249600	6893 9865 4157
0.9180302986	3311 944
0.9180217017	328 53
0.9180108960	38 4787
0.9179691516	2642 770
0.9178695952	3012 274
0.9177236453	3078 4162 4157
0.9175182306	7877 1715
0.9173241810	5820 4260
0.9173046306	3696 3697
0.9171267096	694 317 4274
0.9167247897	4759 3137
0.9165596377	3145 43
0.9164729266	7126 2297 4180
0.9164595288	1505 8251
0.9163234869	9094 1091
0.9163120003	1763 5820
0.9162084901	1867 1885
0.9161510984	1505 1952
0.9161006033	4277 5820
0.9160728497	904 764
0.9159466200	233 3293
0.9159123200	4675 3970
0.9158882509	5885 5885 5885
0.9158036724	1798 6292
0.9154640364	2081 1475
0.9153860975	17398 275
0.9151676272	5019 5021
0.9151573894	1591 833
0.9149832412	2774 2773
0.9148156296	97 6330
0.9146031499	3925 12503
0.9144440496	4987 220
0.9144193140	4090 2737
0.9144079499	1563 1700
0.9143049553	430 4169
0.9143003088	6893 4157
0.9142172241	75 6808
0.9141256984	379 1091
0.9140932606	3644 2723
0.9140512424	1885 2967
0.9140439838	4011 4157
0.9137518860	284 3834
0.9134161762	1170 246
0.9132230955	4299 5032
0.9128948239	711 3026
0.9127556542	1591 1532
0.9127059443	1154 770
0.9125266334	2700 1366
0.9124493183	35 4194
0.9124150989	3342 3210
0.9122764904	6893 4173
0.9121561284	278 5048
0.9120793925	499 109 7845
0.9119817763	5057 938
0.9119722801	1084 490
0.9116107156	1012 583
0.9115739343	3403 728
0.9115520602	822 10444
0.9114584909	987 2206
0.9112695127	2477 2756
0.9112538938	7 4656
0.9110101797	1453 2269
0.9109685670	97 435 2505
0.9107518444	3100 3101
0.9104925186	5224 4011
0.9104307323	6695 4283
0.9104211433	2168 2776
0.9104154138	3284 3795
0.9103866732	7654 4179 2206
0.9102700652	1760 5032
0.9102457074	362 1008
0.9100282273	2219 1563
0.9098243904	3003 2751
0.9098082807	1505 7705
0.9096836196	4653 317
0.9096220609	3160 3986
0.9093634732	1083 1077
0.9091937515	899 1404
0.9091642616	4260 2177
0.9089024899	244 590
0.9087301105	683 187
0.9087191500	1181 1222 4657
0.9086646619	694 1160
0.9084574930	97 4171 2206
0.9084215508	4262 5032
0.9083660289	1716 4442
0.9082464233	2731 571
0.9081832522	13389 13390
0.9079897882	2918 1984
0.9077805827	4269 2206
0.9075938521	5829 2707
0.9073178023	1288 8119
0.9072174937	750 948
0.9071780779	1961 833
0.9070848940	676 5917
0.9070771651	1935 899
0.9070056237	10431 10474
0.9068768570	2440 1026
0.9067607610	1532 725
0.9066138791	4116 195
0.9064674651	724 646
0.9061327696	32 5369
0.9061304263	539 14936
0.9059004075	6352 1075
0.9058402114	5629 1880
0.9057951207	2758 4694
0.9057277375	6014 4340
0.9056106462	12775 2206
0.9055503854	899 2505
0.9055046204	414 5859
0.9054910175	5375 3970
0.9052850165	1223 3837
0.9052325067	4011 4174
0.9052200198	1505 6358
0.9052123279	5032 2177
0.9052105781	6893 11645
0.9051878157	694 1160 948
0.9051701016	4011 2206
0.9051598298	315 1723
0.9050096643	751 1952
0.9049361573	6780 6781
0.9047770249	4746 1222
0.9045955373	1563 7749
0.9042124909	10443 10423
0.9041706862	1222 1415
0.9039330229	313 2795
0.9039088532	3875 17315
0.9038618605	4167 4174
0.9034229622	1716 764
0.9033400804	1152 2000
0.9029075207	284 987
0.9028490949	807 5253
0.9025426821	4675 1364
0.9025181423	2400 7556
0.9024934807	6811 6812 44
0.9024345270	430 433
0.9023867695	694 2482
0.9023502654	613 2003
0.9022398000	4130 2548
0.9021846768	2315 3187
0.9021742116	10435 2505
0.9021584998	37 41
0.9020234021	10050 4157
0.9019358557	7654 4171
0.9018505412	1026 3241
0.9015309732	750 1183
0.9015297417	2297 4157
0.9014039193	515 38
0.9013472976	5302 220
0.9013141374	5940 770
0.9009401084	3202 315
0.9009255279	4277 4299
0.9009053721	767 560
0.9007204320	2086 2000
0.9004390114	515 186
0.9003938877	2609 2067
0.9003790958	822 13425
0.9002172388	1530 876
0.9001767230	650 13
0.9000515367	1000 2367
0.8998914406	5861 432
0.8998220831	1383 1075
0.8997698920	1508 1183
0.8997646633	4258 2144
0.8995798086	69 6941
0.8995202656	1098 2361
0.8994941819	2172 2000
0.8993244461	3949 8046 1563
0.8992617552	635 544
0.8992597475	238 276
0.8991261986	1481 1026
0.8990641831	146 148
0.8988396905	1885 719
0.8986296940	5065 2297
